      0.00000000      0.00000000
      0.02548696      0.11763752
     -0.01280050      0.00272116
      0.02287591      0.19573298
     -0.02813065      0.04103954
     -0.00953355      0.22157727
     -0.06062116      0.06433642
     -0.08215977      0.21997205
     -0.13885975      0.01807876
     -0.12052425      0.08756709
     -0.19740133     -0.09653697
     -0.16144321      0.01844711
     -0.17062788     -0.09645314
     -0.15454399     -0.05422049
     -0.12399316     -0.08997262
     -0.13304494     -0.06614396
     -0.04988784     -0.05461211
     -0.06664701     -0.01462156
      0.00812375      0.02897210
      0.03962947      0.07242956
      0.05659492      0.13644811
      0.08464272      0.11227910
      0.02889963      0.19429785
      0.07465741      0.14496459
     -0.01369325      0.08038225
      0.07818144      0.20264637
     -0.10569145     -0.09119172
      0.00619743      0.10106240
     -0.10406850     -0.07695324
     -0.05760008     -0.02421256
     -0.03603257     -0.03647537
     -0.07704976     -0.06430381
      0.06124526      0.02302630
     -0.10361891     -0.13150027
      0.22642606      0.19097134
